EquipmentID,Type,Status,Temperature,Pressure,Flowrate
EQ-0986,Pump,Operational,44.5,104.0,208.4
EQ-0987,Pump,Operational,65.4,79.9,223.2
EQ-0988,Pump,Offline,45.1,117.3,217.8
EQ-0989,Reactor,Operational,314.9,32.9,68.6
EQ-0990,Pump,Operational,29.3,65.5,266.6
EQ-0991,Pump,Operational,71.5,71.4,422.5
EQ-0992,Pump,Operational,66.9,137.2,335.3
EQ-0993,Separator,Operational,147.6,17.8,185.7
EQ-0994,Pump,Operational,27.9,112.7,496.8
EQ-0995,Separator,Operational,70.9,14.0,104.8
EQ-0996,Separator,Operational,75.1,12.4,236.2
EQ-0997,Separator,Offline,83.4,9.8,189.8
EQ-0998,Separator,Operational,86.8,18.6,246.8
EQ-0999,Pump,Operational,32.7,71.3,306.8
EQ-1000,Separator,Operational,126.4,5.3,221.2
